ID_LOG_MAT;MODO_INGRESO;ID_ASIGNACION;ID_MTO;DESC_BODEGA;DIAM_BODEGA;EVENTO;DOCUMENTO;CANT_MOVIMIENTO;FOTO_RESPALDO;UBIC_DESTINO;ID_BULK_ORIGEN;FECHA;USUARIO
c8143173;ASIGNADO A LÍNEA;M-00569;1.1867;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143174;ASIGNADO A LÍNEA;M-00570;1.1868;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143175;ASIGNADO A LÍNEA;M-00571;1.1869;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143176;ASIGNADO A LÍNEA;M-00572;1.1870;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143177;ASIGNADO A LÍNEA;M-00573;1.1871;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143178;ASIGNADO A LÍNEA;M-00574;1.1872;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143179;ASIGNADO A LÍNEA;M-00575;1.1873;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143180;ASIGNADO A LÍNEA;M-00576;1.1874;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143181;ASIGNADO A LÍNEA;M-00577;1.1875;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143182;ASIGNADO A LÍNEA;M-00578;1.1876;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143183;ASIGNADO A LÍNEA;M-00579;1.1877;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143184;ASIGNADO A LÍNEA;M-00580;1.1878;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143185;ASIGNADO A LÍNEA;M-00581;1.1879;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143186;ASIGNADO A LÍNEA;M-00582;1.1880;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143187;ASIGNADO A LÍNEA;M-00583;1.1881;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143188;ASIGNADO A LÍNEA;M-00584;1.1882;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143189;ASIGNADO A LÍNEA;M-00585;1.1883;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143190;ASIGNADO A LÍNEA;M-00586;1.1884;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143191;ASIGNADO A LÍNEA;M-00587;1.1885;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143192;ASIGNADO A LÍNEA;M-00588;1.1886;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143193;ASIGNADO A LÍNEA;M-00589;1.1887;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143194;ASIGNADO A LÍNEA;M-00590;1.1888;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143195;ASIGNADO A LÍNEA;M-00591;1.1889;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143196;ASIGNADO A LÍNEA;M-00592;2.15;;;RECEPCIÓN;;4,78;;;;12/03/2026;Enzo Santambrogio
c8143197;ASIGNADO A LÍNEA;M-00593;2.16;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143198;ASIGNADO A LÍNEA;M-00594;2.17;;;RECEPCIÓN;;0,07;;;;12/03/2026;Enzo Santambrogio
c8143199;ASIGNADO A LÍNEA;M-00595;2.18;;;RECEPCIÓN;;5,45;;;;12/03/2026;Enzo Santambrogio
c8143200;ASIGNADO A LÍNEA;M-00596;2.19;;;RECEPCIÓN;;0,93;;;;12/03/2026;Enzo Santambrogio
c8143201;ASIGNADO A LÍNEA;M-00597;2.20;;;RECEPCIÓN;;1,96;;;;12/03/2026;Enzo Santambrogio
c8143202;ASIGNADO A LÍNEA;M-00598;2.21;;;RECEPCIÓN;;3,7;;;;12/03/2026;Enzo Santambrogio
c8143203;ASIGNADO A LÍNEA;M-00599;2.22;;;RECEPCIÓN;;0,23;;;;12/03/2026;Enzo Santambrogio
c8143204;ASIGNADO A LÍNEA;M-00600;2.23;;;RECEPCIÓN;;0,83;;;;12/03/2026;Enzo Santambrogio
c8143205;ASIGNADO A LÍNEA;M-00601;2.24;;;RECEPCIÓN;;0,64;;;;12/03/2026;Enzo Santambrogio
c8143206;ASIGNADO A LÍNEA;M-00602;2.25;;;RECEPCIÓN;;2,24;;;;12/03/2026;Enzo Santambrogio
c8143207;ASIGNADO A LÍNEA;M-00603;2.26;;;RECEPCIÓN;;7,79;;;;12/03/2026;Enzo Santambrogio
c8143208;ASIGNADO A LÍNEA;M-00604;2.27;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143209;ASIGNADO A LÍNEA;M-00605;2.28;;;RECEPCIÓN;;0,93;;;;12/03/2026;Enzo Santambrogio
c8143210;ASIGNADO A LÍNEA;M-00606;2.29;;;RECEPCIÓN;;2,4;;;;12/03/2026;Enzo Santambrogio
c8143211;ASIGNADO A LÍNEA;M-00607;2.30;;;RECEPCIÓN;;0,25;;;;12/03/2026;Enzo Santambrogio
c8143212;ASIGNADO A LÍNEA;M-00608;2.31;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143213;ASIGNADO A LÍNEA;M-00609;2.32;;;RECEPCIÓN;;3,97;;;;12/03/2026;Enzo Santambrogio
c8143214;ASIGNADO A LÍNEA;M-00610;2.33;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143215;ASIGNADO A LÍNEA;M-00611;2.34;;;RECEPCIÓN;;0,63;;;;12/03/2026;Enzo Santambrogio
c8143216;ASIGNADO A LÍNEA;M-00612;2.35;;;RECEPCIÓN;;2,13;;;;12/03/2026;Enzo Santambrogio
c8143217;ASIGNADO A LÍNEA;M-00613;2.36;;;RECEPCIÓN;;1,24;;;;12/03/2026;Enzo Santambrogio
c8143218;ASIGNADO A LÍNEA;M-00614;2.37;;;RECEPCIÓN;;3,89;;;;12/03/2026;Enzo Santambrogio
c8143219;ASIGNADO A LÍNEA;M-00615;2.38;;;RECEPCIÓN;;1,43;;;;12/03/2026;Enzo Santambrogio
c8143220;ASIGNADO A LÍNEA;M-00616;2.39;;;RECEPCIÓN;;0,18;;;;12/03/2026;Enzo Santambrogio
c8143221;ASIGNADO A LÍNEA;M-00617;2.40;;;RECEPCIÓN;;0,35;;;;12/03/2026;Enzo Santambrogio
c8143222;ASIGNADO A LÍNEA;M-00618;2.41;;;RECEPCIÓN;;0,18;;;;12/03/2026;Enzo Santambrogio
c8143223;ASIGNADO A LÍNEA;M-00619;2.42;;;RECEPCIÓN;;0,31;;;;12/03/2026;Enzo Santambrogio
c8143224;ASIGNADO A LÍNEA;M-00620;2.43;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143225;ASIGNADO A LÍNEA;M-00621;2.44;;;RECEPCIÓN;;7,04;;;;12/03/2026;Enzo Santambrogio
c8143226;ASIGNADO A LÍNEA;M-00622;2.45;;;RECEPCIÓN;;0,14;;;;12/03/2026;Enzo Santambrogio
c8143227;ASIGNADO A LÍNEA;M-00623;2.46;;;RECEPCIÓN;;1,49;;;;12/03/2026;Enzo Santambrogio
c8143228;ASIGNADO A LÍNEA;M-00624;2.47;;;RECEPCIÓN;;0,18;;;;12/03/2026;Enzo Santambrogio
c8143229;ASIGNADO A LÍNEA;M-00625;2.48;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143230;ASIGNADO A LÍNEA;M-00626;2.49;;;RECEPCIÓN;;0,82;;;;12/03/2026;Enzo Santambrogio
c8143231;ASIGNADO A LÍNEA;M-00627;2.50;;;RECEPCIÓN;;1;;;;12/03/2026;Enzo Santambrogio
c8143232;ASIGNADO A LÍNEA;M-00628;2.51;;;RECEPCIÓN;;6,96;;;;12/03/2026;Enzo Santambrogio
c8143233;ASIGNADO A LÍNEA;M-00629;2.52;;;RECEPCIÓN;;2,62;;;;12/03/2026;Enzo Santambrogio
c8143234;ASIGNADO A LÍNEA;M-00630;2.53;;;RECEPCIÓN;;0,12;;;;12/03/2026;Enzo Santambrogio
c8143235;ASIGNADO A LÍNEA;M-00631;2.54;;;RECEPCIÓN;;1,21;;;;12/03/2026;Enzo Santambrogio
c8143236;ASIGNADO A LÍNEA;M-00632;2.55;;;RECEPCIÓN;;1,41;;;;12/03/2026;Enzo Santambrogio
c8143237;ASIGNADO A LÍNEA;M-00633;2.56;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143238;ASIGNADO A LÍNEA;M-00634;2.57;;;RECEPCIÓN;;9,12;;;;12/03/2026;Enzo Santambrogio
c8143239;ASIGNADO A LÍNEA;M-00635;2.58;;;RECEPCIÓN;;2,42;;;;12/03/2026;Enzo Santambrogio
c8143240;ASIGNADO A LÍNEA;M-00636;2.59;;;RECEPCIÓN;;4,28;;;;12/03/2026;Enzo Santambrogio
c8143241;ASIGNADO A LÍNEA;M-00637;2.60;;;RECEPCIÓN;;3,14;;;;12/03/2026;Enzo Santambrogio
c8143242;ASIGNADO A LÍNEA;M-00638;2.61;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143243;ASIGNADO A LÍNEA;M-00639;2.62;;;RECEPCIÓN;;0,31;;;;12/03/2026;Enzo Santambrogio
c8143244;ASIGNADO A LÍNEA;M-00640;2.63;;;RECEPCIÓN;;0,23;;;;12/03/2026;Enzo Santambrogio
c8143245;ASIGNADO A LÍNEA;M-00641;2.64;;;RECEPCIÓN;;3,16;;;;12/03/2026;Enzo Santambrogio
c8143246;ASIGNADO A LÍNEA;M-00642;2.65;;;RECEPCIÓN;;12,82;;;;12/03/2026;Enzo Santambrogio
c8143247;ASIGNADO A LÍNEA;M-00643;2.66;;;RECEPCIÓN;;6,14;;;;12/03/2026;Enzo Santambrogio
c8143248;ASIGNADO A LÍNEA;M-00644;2.67;;;RECEPCIÓN;;1,82;;;;12/03/2026;Enzo Santambrogio
c8143249;ASIGNADO A LÍNEA;M-00645;2.68;;;RECEPCIÓN;;2,25;;;;12/03/2026;Enzo Santambrogio
c8143250;ASIGNADO A LÍNEA;M-00646;2.69;;;RECEPCIÓN;;2,37;;;;12/03/2026;Enzo Santambrogio
c8143251;ASIGNADO A LÍNEA;M-00647;2.70;;;RECEPCIÓN;;0,17;;;;12/03/2026;Enzo Santambrogio
c8143252;ASIGNADO A LÍNEA;M-00648;2.71;;;RECEPCIÓN;;0,85;;;;12/03/2026;Enzo Santambrogio
c8143253;ASIGNADO A LÍNEA;M-00649;2.72;;;RECEPCIÓN;;0,91;;;;12/03/2026;Enzo Santambrogio
c8143254;ASIGNADO A LÍNEA;M-00650;2.73;;;RECEPCIÓN;;6,03;;;;12/03/2026;Enzo Santambrogio
c8143255;ASIGNADO A LÍNEA;M-00651;2.74;;;RECEPCIÓN;;1,86;;;;12/03/2026;Enzo Santambrogio
c8143256;ASIGNADO A LÍNEA;M-00652;2.75;;;RECEPCIÓN;;0,26;;;;12/03/2026;Enzo Santambrogio
c8143257;ASIGNADO A LÍNEA;M-00653;2.76;;;RECEPCIÓN;;2,43;;;;12/03/2026;Enzo Santambrogio
c8143258;ASIGNADO A LÍNEA;M-00654;2.77;;;RECEPCIÓN;;0,19;;;;12/03/2026;Enzo Santambrogio
c8143259;ASIGNADO A LÍNEA;M-00655;2.78;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143260;ASIGNADO A LÍNEA;M-00656;2.79;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143261;ASIGNADO A LÍNEA;M-00657;2.80;;;RECEPCIÓN;;0,08;;;;12/03/2026;Enzo Santambrogio
c8143262;ASIGNADO A LÍNEA;M-00658;2.81;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143263;ASIGNADO A LÍNEA;M-00659;2.82;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143264;ASIGNADO A LÍNEA;M-00660;2.83;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143265;ASIGNADO A LÍNEA;M-00661;2.84;;;RECEPCIÓN;;3,83;;;;12/03/2026;Enzo Santambrogio
c8143266;ASIGNADO A LÍNEA;M-00662;2.85;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143267;ASIGNADO A LÍNEA;M-00663;2.86;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143268;ASIGNADO A LÍNEA;M-00664;2.87;;;RECEPCIÓN;;3;;;;12/03/2026;Enzo Santambrogio
c8143269;ASIGNADO A LÍNEA;M-00665;2.88;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143270;ASIGNADO A LÍNEA;M-00666;2.89;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143271;ASIGNADO A LÍNEA;M-00667;2.90;;;RECEPCIÓN;;0,08;;;;12/03/2026;Enzo Santambrogio
c8143272;ASIGNADO A LÍNEA;M-00668;2.91;;;RECEPCIÓN;;3;;;;12/03/2026;Enzo Santambrogio
c8143273;ASIGNADO A LÍNEA;M-00669;2.92;;;RECEPCIÓN;;0,07;;;;12/03/2026;Enzo Santambrogio
c8143274;ASIGNADO A LÍNEA;M-00670;2.93;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143275;ASIGNADO A LÍNEA;M-00671;2.94;;;RECEPCIÓN;;0,15;;;;12/03/2026;Enzo Santambrogio
c8143276;ASIGNADO A LÍNEA;M-00672;2.95;;;RECEPCIÓN;;6,44;;;;12/03/2026;Enzo Santambrogio
c8143277;ASIGNADO A LÍNEA;M-00673;2.96;;;RECEPCIÓN;;0,09;;;;12/03/2026;Enzo Santambrogio
c8143278;ASIGNADO A LÍNEA;M-00674;2.97;;;RECEPCIÓN;;14,26;;;;12/03/2026;Enzo Santambrogio
c8143279;ASIGNADO A LÍNEA;M-00675;2.98;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143280;ASIGNADO A LÍNEA;M-00676;2.99;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143281;ASIGNADO A LÍNEA;M-00677;2.100;;;RECEPCIÓN;;2,12;;;;12/03/2026;Enzo Santambrogio
c8143282;ASIGNADO A LÍNEA;M-00678;2.101;;;RECEPCIÓN;;8,08;;;;12/03/2026;Enzo Santambrogio
c8143283;ASIGNADO A LÍNEA;M-00679;2.102;;;RECEPCIÓN;;0,11;;;;12/03/2026;Enzo Santambrogio
c8143284;ASIGNADO A LÍNEA;M-00680;2.103;;;RECEPCIÓN;;2,77;;;;12/03/2026;Enzo Santambrogio
c8143285;ASIGNADO A LÍNEA;M-00681;2.104;;;RECEPCIÓN;;1,47;;;;12/03/2026;Enzo Santambrogio
c8143286;ASIGNADO A LÍNEA;M-00682;2.105;;;RECEPCIÓN;;0,91;;;;12/03/2026;Enzo Santambrogio
c8143287;ASIGNADO A LÍNEA;M-00683;2.106;;;RECEPCIÓN;;0,25;;;;12/03/2026;Enzo Santambrogio
c8143288;ASIGNADO A LÍNEA;M-00684;2.107;;;RECEPCIÓN;;1,94;;;;12/03/2026;Enzo Santambrogio
c8143289;ASIGNADO A LÍNEA;M-00685;2.108;;;RECEPCIÓN;;0,18;;;;12/03/2026;Enzo Santambrogio
c8143290;ASIGNADO A LÍNEA;M-00686;2.109;;;RECEPCIÓN;;1,5;;;;12/03/2026;Enzo Santambrogio
c8143291;ASIGNADO A LÍNEA;M-00687;2.110;;;RECEPCIÓN;;0,18;;;;12/03/2026;Enzo Santambrogio
c8143292;ASIGNADO A LÍNEA;M-00688;2.111;;;RECEPCIÓN;;11,1;;;;12/03/2026;Enzo Santambrogio
c8143293;ASIGNADO A LÍNEA;M-00689;2.112;;;RECEPCIÓN;;0,76;;;;12/03/2026;Enzo Santambrogio
c8143294;ASIGNADO A LÍNEA;M-00690;2.113;;;RECEPCIÓN;;0,12;;;;12/03/2026;Enzo Santambrogio
c8143295;ASIGNADO A LÍNEA;M-00691;2.114;;;RECEPCIÓN;;0,3;;;;12/03/2026;Enzo Santambrogio
c8143296;ASIGNADO A LÍNEA;M-00692;2.115;;;RECEPCIÓN;;10,86;;;;12/03/2026;Enzo Santambrogio
c8143297;ASIGNADO A LÍNEA;M-00693;2.116;;;RECEPCIÓN;;4,77;;;;12/03/2026;Enzo Santambrogio
c8143298;ASIGNADO A LÍNEA;M-00694;2.117;;;RECEPCIÓN;;2,62;;;;12/03/2026;Enzo Santambrogio
c8143299;ASIGNADO A LÍNEA;M-00695;2.118;;;RECEPCIÓN;;0,99;;;;12/03/2026;Enzo Santambrogio
c8143300;ASIGNADO A LÍNEA;M-00696;2.119;;;RECEPCIÓN;;0,95;;;;12/03/2026;Enzo Santambrogio
c8143301;ASIGNADO A LÍNEA;M-00697;2.120;;;RECEPCIÓN;;8,58;;;;12/03/2026;Enzo Santambrogio
c8143302;ASIGNADO A LÍNEA;M-00698;2.121;;;RECEPCIÓN;;1,14;;;;12/03/2026;Enzo Santambrogio
c8143303;ASIGNADO A LÍNEA;M-00699;2.122;;;RECEPCIÓN;;1,46;;;;12/03/2026;Enzo Santambrogio
c8143304;ASIGNADO A LÍNEA;M-00700;2.123;;;RECEPCIÓN;;1,8;;;;12/03/2026;Enzo Santambrogio
c8143305;ASIGNADO A LÍNEA;M-00701;2.124;;;RECEPCIÓN;;0,28;;;;12/03/2026;Enzo Santambrogio
c8143306;ASIGNADO A LÍNEA;M-00702;2.125;;;RECEPCIÓN;;1,64;;;;12/03/2026;Enzo Santambrogio
c8143307;ASIGNADO A LÍNEA;M-00703;2.126;;;RECEPCIÓN;;4,44;;;;12/03/2026;Enzo Santambrogio
c8143308;ASIGNADO A LÍNEA;M-00704;2.127;;;RECEPCIÓN;;1,44;;;;12/03/2026;Enzo Santambrogio
c8143309;ASIGNADO A LÍNEA;M-00705;2.128;;;RECEPCIÓN;;2,39;;;;12/03/2026;Enzo Santambrogio
c8143310;ASIGNADO A LÍNEA;M-00706;2.129;;;RECEPCIÓN;;0,16;;;;12/03/2026;Enzo Santambrogio
c8143311;ASIGNADO A LÍNEA;M-00707;2.130;;;RECEPCIÓN;;2,07;;;;12/03/2026;Enzo Santambrogio
c8143312;ASIGNADO A LÍNEA;M-00708;2.131;;;RECEPCIÓN;;1,13;;;;12/03/2026;Enzo Santambrogio
c8143313;ASIGNADO A LÍNEA;M-00709;2.132;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143314;ASIGNADO A LÍNEA;M-00710;2.133;;;RECEPCIÓN;;0,45;;;;12/03/2026;Enzo Santambrogio
c8143315;ASIGNADO A LÍNEA;M-00711;2.134;;;RECEPCIÓN;;0,36;;;;12/03/2026;Enzo Santambrogio
c8143316;ASIGNADO A LÍNEA;M-00712;2.135;;;RECEPCIÓN;;0,89;;;;12/03/2026;Enzo Santambrogio
c8143317;ASIGNADO A LÍNEA;M-00713;2.136;;;RECEPCIÓN;;0,71;;;;12/03/2026;Enzo Santambrogio
c8143318;ASIGNADO A LÍNEA;M-00714;2.137;;;RECEPCIÓN;;2,08;;;;12/03/2026;Enzo Santambrogio
c8143319;ASIGNADO A LÍNEA;M-00715;2.138;;;RECEPCIÓN;;0,4;;;;12/03/2026;Enzo Santambrogio
c8143320;ASIGNADO A LÍNEA;M-00716;2.139;;;RECEPCIÓN;;4,1;;;;12/03/2026;Enzo Santambrogio
c8143321;ASIGNADO A LÍNEA;M-00717;2.140;;;RECEPCIÓN;;0,99;;;;12/03/2026;Enzo Santambrogio
c8143322;ASIGNADO A LÍNEA;M-00718;2.141;;;RECEPCIÓN;;0,9;;;;12/03/2026;Enzo Santambrogio
c8143323;ASIGNADO A LÍNEA;M-00719;2.142;;;RECEPCIÓN;;1,07;;;;12/03/2026;Enzo Santambrogio
c8143324;ASIGNADO A LÍNEA;M-00720;2.143;;;RECEPCIÓN;;1,44;;;;12/03/2026;Enzo Santambrogio
c8143325;ASIGNADO A LÍNEA;M-00721;2.144;;;RECEPCIÓN;;1,04;;;;12/03/2026;Enzo Santambrogio
c8143326;ASIGNADO A LÍNEA;M-00722;2.145;;;RECEPCIÓN;;1,05;;;;12/03/2026;Enzo Santambrogio
c8143327;ASIGNADO A LÍNEA;M-00723;2.146;;;RECEPCIÓN;;0,33;;;;12/03/2026;Enzo Santambrogio
c8143328;ASIGNADO A LÍNEA;M-00724;2.147;;;RECEPCIÓN;;11,86;;;;12/03/2026;Enzo Santambrogio
c8143329;ASIGNADO A LÍNEA;M-00725;2.148;;;RECEPCIÓN;;2,89;;;;12/03/2026;Enzo Santambrogio
c8143330;ASIGNADO A LÍNEA;M-00726;2.149;;;RECEPCIÓN;;0,2;;;;12/03/2026;Enzo Santambrogio
c8143331;ASIGNADO A LÍNEA;M-00727;2.150;;;RECEPCIÓN;;8,36;;;;12/03/2026;Enzo Santambrogio
c8143332;ASIGNADO A LÍNEA;M-00728;2.151;;;RECEPCIÓN;;1,99;;;;12/03/2026;Enzo Santambrogio
c8143333;ASIGNADO A LÍNEA;M-00729;2.152;;;RECEPCIÓN;;2,43;;;;12/03/2026;Enzo Santambrogio
c8143334;ASIGNADO A LÍNEA;M-00730;2.153;;;RECEPCIÓN;;1,49;;;;12/03/2026;Enzo Santambrogio
c8143335;ASIGNADO A LÍNEA;M-00731;2.154;;;RECEPCIÓN;;1,92;;;;12/03/2026;Enzo Santambrogio
c8143336;ASIGNADO A LÍNEA;M-00732;3.37;;;RECEPCIÓN;;2,44;;;;12/03/2026;Enzo Santambrogio
c8143337;ASIGNADO A LÍNEA;M-00733;3.38;;;RECEPCIÓN;;0,89;;;;12/03/2026;Enzo Santambrogio
c8143338;ASIGNADO A LÍNEA;M-00734;3.39;;;RECEPCIÓN;;0,28;;;;12/03/2026;Enzo Santambrogio
c8143339;ASIGNADO A LÍNEA;M-00735;3.40;;;RECEPCIÓN;;0,69;;;;12/03/2026;Enzo Santambrogio
c8143340;ASIGNADO A LÍNEA;M-00736;3.41;;;RECEPCIÓN;;0,24;;;;12/03/2026;Enzo Santambrogio
c8143341;ASIGNADO A LÍNEA;M-00737;3.42;;;RECEPCIÓN;;0,24;;;;12/03/2026;Enzo Santambrogio
c8143342;ASIGNADO A LÍNEA;M-00738;3.43;;;RECEPCIÓN;;1,1;;;;12/03/2026;Enzo Santambrogio
c8143343;ASIGNADO A LÍNEA;M-00739;3.44;;;RECEPCIÓN;;1,99;;;;12/03/2026;Enzo Santambrogio
c8143344;ASIGNADO A LÍNEA;M-00740;3.45;;;RECEPCIÓN;;1,48;;;;12/03/2026;Enzo Santambrogio
c8143345;ASIGNADO A LÍNEA;M-00741;3.46;;;RECEPCIÓN;;3,01;;;;12/03/2026;Enzo Santambrogio
c8143346;ASIGNADO A LÍNEA;M-00742;3.47;;;RECEPCIÓN;;2,35;;;;12/03/2026;Enzo Santambrogio
c8143347;ASIGNADO A LÍNEA;M-00743;3.48;;;RECEPCIÓN;;1,43;;;;12/03/2026;Enzo Santambrogio
c8143348;ASIGNADO A LÍNEA;M-00744;3.49;;;RECEPCIÓN;;2,2;;;;12/03/2026;Enzo Santambrogio
c8143349;ASIGNADO A LÍNEA;M-00745;3.50;;;RECEPCIÓN;;0,24;;;;12/03/2026;Enzo Santambrogio
c8143350;ASIGNADO A LÍNEA;M-00746;3.51;;;RECEPCIÓN;;6,48;;;;12/03/2026;Enzo Santambrogio
c8143351;ASIGNADO A LÍNEA;M-00747;3.52;;;RECEPCIÓN;;0,28;;;;12/03/2026;Enzo Santambrogio
c8143352;ASIGNADO A LÍNEA;M-00748;3.53;;;RECEPCIÓN;;0,44;;;;12/03/2026;Enzo Santambrogio
c8143353;ASIGNADO A LÍNEA;M-00749;3.54;;;RECEPCIÓN;;0,08;;;;12/03/2026;Enzo Santambrogio
c8143354;ASIGNADO A LÍNEA;M-00750;3.55;;;RECEPCIÓN;;0,08;;;;12/03/2026;Enzo Santambrogio
c8143355;ASIGNADO A LÍNEA;M-00751;3.56;;;RECEPCIÓN;;0,68;;;;12/03/2026;Enzo Santambrogio
c8143356;ASIGNADO A LÍNEA;M-00752;3.57;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143357;ASIGNADO A LÍNEA;M-00753;3.58;;;RECEPCIÓN;;0,08;;;;12/03/2026;Enzo Santambrogio
c8143358;ASIGNADO A LÍNEA;M-00754;3.59;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143359;ASIGNADO A LÍNEA;M-00755;3.60;;;RECEPCIÓN;;0,3;;;;12/03/2026;Enzo Santambrogio
c8143360;ASIGNADO A LÍNEA;M-00756;3.61;;;RECEPCIÓN;;0,12;;;;12/03/2026;Enzo Santambrogio
c8143361;ASIGNADO A LÍNEA;M-00757;3.62;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143362;ASIGNADO A LÍNEA;M-00758;3.63;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
c8143363;ASIGNADO A LÍNEA;M-00759;3.64;;;RECEPCIÓN;;0,16;;;;12/03/2026;Enzo Santambrogio
c8143364;ASIGNADO A LÍNEA;M-00760;3.65;;;RECEPCIÓN;;0,1;;;;12/03/2026;Enzo Santambrogio
;;;;;;;;;;;;;
